datetime,casual,registered,count_direct_model,count
2012-01-26 03:00:00,0,4,4,4
2012-01-26 04:00:00,0,3,3,3
2012-01-26 05:00:00,0,11,10,11
2012-01-26 06:00:00,0,36,34,37
2012-01-26 07:00:00,2,95,89,97
2012-01-26 08:00:00,4,179,167,183
2012-01-26 09:00:00,6,127,126,133
2012-01-26 10:00:00,7,79,86,86
2012-01-26 11:00:00,8,88,98,96
2012-01-26 12:00:00,10,113,123,123
2012-01-26 13:00:00,12,120,135,132
2012-01-26 14:00:00,13,107,125,120
2012-01-26 15:00:00,13,117,135,130
2012-01-26 16:00:00,13,159,172,172
2012-01-26 17:00:00,15,260,271,276
2012-01-26 18:00:00,12,244,248,257
2012-01-26 19:00:00,9,173,175,182
2012-01-26 20:00:00,6,125,127,131
2012-01-26 21:00:00,5,98,100,103
2012-01-26 22:00:00,4,77,80,82
2012-01-26 23:00:00,3,51,53,54
2012-01-27 00:00:00,2,28,30,30
2012-01-27 01:00:00,1,14,16,16
2012-01-27 02:00:00,1,9,10,10
2012-01-27 03:00:00,0,5,5,5
2012-01-27 04:00:00,0,3,4,3
2012-01-27 05:00:00,0,11,11,11
2012-01-27 06:00:00,1,39,38,40
2012-01-27 07:00:00,3,105,104,108
2012-01-27 08:00:00,5,136,136,141
2012-01-27 09:00:00,6,93,97,99
2012-01-27 10:00:00,7,59,68,66
2012-01-27 11:00:00,16,106,127,122
2012-01-27 12:00:00,19,136,159,154
2012-01-27 13:00:00,22,140,168,162
2012-01-27 14:00:00,22,124,154,147
2012-01-27 15:00:00,23,138,169,161
2012-01-27 16:00:00,20,179,202,199
2012-01-27 17:00:00,21,279,299,300
2012-01-27 18:00:00,17,262,274,278
2012-01-27 19:00:00,11,185,192,196
2012-01-27 20:00:00,8,132,136,140
2012-01-27 21:00:00,6,98,101,104
2012-01-27 22:00:00,5,79,83,85
2012-01-27 23:00:00,4,52,54,55
2012-01-28 00:00:00,4,24,30,29
2012-01-28 01:00:00,3,13,17,16
2012-01-28 02:00:00,2,7,10,9
2012-01-28 03:00:00,1,4,5,5
2012-01-28 04:00:00,0,3,4,3
2012-01-28 05:00:00,0,10,11,10
2012-01-28 06:00:00,2,35,40,37
2012-01-28 07:00:00,5,93,102,98
2012-01-28 08:00:00,9,164,178,173
2012-01-28 09:00:00,13,117,136,130
2012-01-28 10:00:00,17,77,100,95
2012-01-28 11:00:00,24,92,123,116
2012-01-28 12:00:00,24,109,140,133
2012-01-28 13:00:00,27,110,144,136
2012-01-28 14:00:00,32,104,144,136
2012-01-28 15:00:00,35,116,159,151
2012-01-28 16:00:00,38,162,211,200
2012-01-28 17:00:00,41,257,317,298
2012-01-28 18:00:00,36,249,303,284
2012-01-28 19:00:00,24,168,201,192
2012-01-28 20:00:00,21,132,162,153
2012-01-28 21:00:00,15,97,118,112
2012-01-28 22:00:00,12,76,93,89
2012-01-28 23:00:00,9,50,62,59
2012-01-29 00:00:00,5,23,29,28
2012-01-29 01:00:00,3,12,15,14
2012-01-29 02:00:00,2,7,9,8
2012-01-29 03:00:00,1,4,5,5
2012-01-29 04:00:00,0,3,4,3
2012-01-29 05:00:00,0,9,10,9
2012-01-29 06:00:00,2,32,35,34
2012-01-29 07:00:00,5,85,94,90
2012-01-29 08:00:00,10,156,172,166
2012-01-29 09:00:00,12,106,123,118
2012-01-29 10:00:00,18,73,96,91
2012-01-29 11:00:00,24,84,114,108
2012-01-29 12:00:00,28,109,144,137
2012-01-29 13:00:00,28,105,140,133
2012-01-29 14:00:00,28,93,128,121
2012-01-29 15:00:00,31,103,141,134
2012-01-29 16:00:00,31,141,181,172
2012-01-29 17:00:00,34,224,274,258
2012-01-29 18:00:00,26,205,245,231
2012-01-29 19:00:00,20,152,182,172
2012-01-29 20:00:00,14,108,128,122
2012-01-29 21:00:00,12,83,100,95
2012-01-29 22:00:00,10,65,79,75
2012-01-29 23:00:00,7,42,51,49
2012-01-30 00:00:00,2,23,26,25
2012-01-30 01:00:00,0,11,12,11
2012-01-30 02:00:00,0,6,7,6
2012-01-30 03:00:00,0,4,4,4
2012-01-30 04:00:00,0,3,3,3
2012-01-30 05:00:00,0,9,9,9
2012-01-30 06:00:00,0,32,32,33
2012-01-30 07:00:00,2,87,85,89
2012-01-30 08:00:00,5,162,157,166
2012-01-30 09:00:00,6,110,113,116
2012-01-30 10:00:00,8,73,84,81
2012-01-30 11:00:00,12,89,106,101
2012-01-30 12:00:00,11,103,117,114
2012-01-30 13:00:00,14,109,128,123
2012-01-30 14:00:00,16,104,128,120
2012-01-30 15:00:00,16,110,132,125
2012-01-30 16:00:00,17,153,175,170
2012-01-30 17:00:00,20,249,273,269
2012-01-30 18:00:00,15,230,245,245
2012-01-30 19:00:00,10,160,169,170
2012-01-30 20:00:00,8,117,124,124
2012-01-30 21:00:00,6,89,95,95
2012-01-30 22:00:00,4,66,70,70
2012-01-30 23:00:00,3,42,44,45
2012-01-31 00:00:00,1,24,25,25
2012-01-31 01:00:00,1,13,14,13
2012-01-31 02:00:00,0,7,8,8
2012-01-31 03:00:00,0,4,5,4
2012-01-31 04:00:00,0,3,3,3
2012-01-31 05:00:00,0,10,10,10
2012-01-31 06:00:00,0,35,34,36
2012-01-31 07:00:00,2,91,87,93
2012-01-31 08:00:00,5,176,168,180
2012-01-31 09:00:00,6,123,125,129
2012-01-31 10:00:00,8,78,87,85
2012-01-31 11:00:00,14,101,120,116
2012-01-31 12:00:00,15,124,143,139
2012-01-31 13:00:00,18,128,153,147
2012-01-31 14:00:00,20,118,147,139
2012-01-31 15:00:00,22,130,160,152
2012-01-31 16:00:00,23,179,208,202
2012-01-31 17:00:00,25,285,316,310
2012-01-31 18:00:00,21,271,295,292
2012-01-31 19:00:00,15,195,211,210
2012-01-31 20:00:00,8,128,134,136
2012-01-31 21:00:00,8,106,114,114
2012-01-31 22:00:00,6,81,87,87
2012-01-31 23:00:00,5,54,58,58
2012-02-20 00:00:00,2,23,26,25
2012-02-20 01:00:00,1,12,14,13
2012-02-20 02:00:00,1,7,8,7
2012-02-20 03:00:00,0,4,4,4
2012-02-20 05:00:00,0,10,10,10
2012-02-20 06:00:00,1,35,37,36
2012-02-20 07:00:00,4,89,93,93
2012-02-20 08:00:00,7,171,178,178
2012-02-20 09:00:00,9,117,128,126
2012-02-20 10:00:00,12,77,94,89
2012-02-20 11:00:00,17,91,115,108
2012-02-20 12:00:00,22,121,150,142
2012-02-20 13:00:00,23,118,149,140
2012-02-20 14:00:00,26,111,147,137
2012-02-20 15:00:00,27,120,157,147
2012-02-20 16:00:00,33,179,225,212
2012-02-20 17:00:00,37,283,340,320
2012-02-20 18:00:00,25,247,283,271
2012-02-20 19:00:00,20,183,211,202
2012-02-20 20:00:00,16,136,159,152
2012-02-20 21:00:00,12,101,117,113
2012-02-20 22:00:00,10,79,93,89
2012-02-20 23:00:00,8,55,65,63
2012-02-21 00:00:00,2,29,31,31
2012-02-21 01:00:00,1,15,17,16
2012-02-21 02:00:00,0,9,9,9
2012-02-21 04:00:00,0,4,4,4
2012-02-21 05:00:00,0,12,11,12
2012-02-21 06:00:00,0,39,37,40
2012-02-21 07:00:00,2,110,105,112
2012-02-21 08:00:00,4,194,182,199
2012-02-21 09:00:00,5,130,128,136
2012-02-21 10:00:00,7,85,93,92
2012-02-21 11:00:00,8,91,100,99
2012-02-21 12:00:00,10,119,129,129
2012-02-21 13:00:00,12,125,140,137
2012-02-21 14:00:00,11,104,119,115
2012-02-21 15:00:00,13,120,137,133
2012-02-21 16:00:00,14,171,186,185
2012-02-21 17:00:00,18,288,302,306
2012-02-21 18:00:00,15,271,278,285
2012-02-21 19:00:00,10,192,197,203
2012-02-21 20:00:00,7,138,141,145
2012-02-21 21:00:00,6,107,109,113
2012-02-21 22:00:00,4,77,78,81
2012-02-21 23:00:00,3,53,54,56
2012-02-22 00:00:00,2,29,30,30
2012-02-22 01:00:00,1,15,16,16
2012-02-22 02:00:00,0,9,9,9
2012-02-22 03:00:00,0,5,5,5
2012-02-22 04:00:00,0,4,4,4
2012-02-22 05:00:00,0,13,12,13
2012-02-22 06:00:00,1,42,40,42
2012-02-22 07:00:00,3,115,110,117
2012-02-22 08:00:00,5,213,202,219
2012-02-22 09:00:00,8,149,151,157
2012-02-22 10:00:00,10,99,111,109
2012-02-22 11:00:00,12,110,126,122
2012-02-22 12:00:00,15,144,161,159
2012-02-22 13:00:00,17,142,164,159
2012-02-22 14:00:00,17,129,153,146
2012-02-22 15:00:00,22,151,181,173
2012-02-22 16:00:00,24,211,240,235
2012-02-22 17:00:00,26,336,364,362
2012-02-22 18:00:00,17,290,300,307
2012-02-22 19:00:00,13,211,219,224
2012-02-22 20:00:00,9,154,160,163
2012-02-22 21:00:00,9,125,132,134
2012-02-22 22:00:00,6,92,96,98
2012-02-22 23:00:00,5,62,66,67
2012-02-23 00:00:00,3,35,38,38
2012-02-23 01:00:00,1,18,19,19
2012-02-23 02:00:00,1,10,11,11
2012-02-23 03:00:00,0,3,4,3
2012-02-23 04:00:00,0,4,5,4
2012-02-23 05:00:00,0,14,14,14
2012-02-23 06:00:00,1,44,43,45
2012-02-23 07:00:00,3,120,115,123
2012-02-23 08:00:00,6,220,210,226
2012-02-23 09:00:00,7,152,153,159
2012-02-23 10:00:00,13,112,129,125
2012-02-23 11:00:00,19,134,160,153
2012-02-23 12:00:00,23,173,202,196
2012-02-23 13:00:00,25,171,205,196
2012-02-23 14:00:00,26,155,192,181
2012-02-23 15:00:00,28,172,211,199
2012-02-23 16:00:00,31,245,287,276
2012-02-23 17:00:00,31,374,413,405
2012-02-23 18:00:00,24,349,375,373
2012-02-23 19:00:00,18,252,270,269
2012-02-23 20:00:00,12,176,187,188
2012-02-23 21:00:00,9,130,136,138
2012-02-23 22:00:00,7,100,105,107
2012-02-23 23:00:00,5,69,74,75
2012-02-24 00:00:00,4,37,41,41
2012-02-24 01:00:00,2,20,23,22
2012-02-24 02:00:00,0,6,7,6
2012-02-24 03:00:00,1,6,7,7
2012-02-24 04:00:00,0,5,5,5
2012-02-24 05:00:00,0,14,14,14
2012-02-24 06:00:00,1,48,48,49
2012-02-24 07:00:00,4,131,130,135
2012-02-24 08:00:00,8,239,235,247
2012-02-24 09:00:00,5,98,98,102
2012-02-24 10:00:00,7,65,73,72
2012-02-24 11:00:00,15,118,137,132
2012-02-24 12:00:00,18,154,176,172
2012-02-24 13:00:00,20,153,179,173
2012-02-24 14:00:00,23,142,174,164
2012-02-24 15:00:00,10,87,99,96
2012-02-24 16:00:00,10,120,129,130
2012-02-24 17:00:00,11,192,199,203
2012-02-24 18:00:00,17,290,301,307
2012-02-24 19:00:00,14,218,228,232
2012-02-24 20:00:00,12,170,181,182
2012-02-24 21:00:00,10,130,138,140
2012-02-24 22:00:00,8,103,110,111
2012-02-24 23:00:00,6,66,71,72
2012-02-25 00:00:00,6,31,38,37
2012-02-25 01:00:00,3,16,20,19
2012-02-25 02:00:00,2,9,12,11
2012-02-25 03:00:00,1,5,7,6
2012-02-25 04:00:00,1,4,5,4
2012-02-25 05:00:00,1,12,13,13
2012-02-25 06:00:00,3,41,46,43
2012-02-25 07:00:00,7,108,120,115
2012-02-25 08:00:00,13,204,225,217
2012-02-25 09:00:00,6,76,84,82
2012-02-25 10:00:00,18,87,112,105
2012-02-25 11:00:00,25,101,133,126
2012-02-25 12:00:00,29,131,168,159
2012-02-25 13:00:00,31,129,170,160
2012-02-25 14:00:00,30,114,153,144
2012-02-25 15:00:00,32,127,169,159
2012-02-25 16:00:00,31,170,212,201
2012-02-25 17:00:00,34,273,326,307
2012-02-25 18:00:00,26,248,287,274
2012-02-25 19:00:00,19,178,205,197
2012-02-25 20:00:00,14,129,150,144
2012-02-25 21:00:00,12,102,118,114
2012-02-25 22:00:00,9,76,88,85
2012-02-25 23:00:00,6,51,59,57
2012-02-26 00:00:00,4,25,30,28
2012-02-26 01:00:00,2,13,16,15
2012-02-26 02:00:00,1,7,9,9
2012-02-26 03:00:00,1,4,6,5
2012-02-26 04:00:00,0,3,4,4
2012-02-26 05:00:00,1,10,12,11
2012-02-26 06:00:00,2,35,39,37
2012-02-26 07:00:00,5,92,101,97
2012-02-26 08:00:00,10,177,193,187
2012-02-26 09:00:00,14,124,144,138
2012-02-26 10:00:00,21,86,113,107
2012-02-26 11:00:00,24,95,126,119
2012-02-26 12:00:00,30,126,165,156
2012-02-26 13:00:00,35,128,172,162
2012-02-26 14:00:00,38,117,164,155
2012-02-26 15:00:00,39,127,176,166
2012-02-26 16:00:00,36,166,214,201
2012-02-26 17:00:00,40,267,329,308
2012-02-26 18:00:00,29,240,285,269
2012-02-26 19:00:00,25,184,222,209
2012-02-26 20:00:00,18,131,157,148
2012-02-26 21:00:00,14,99,118,113
2012-02-26 22:00:00,11,76,91,87
2012-02-26 23:00:00,7,48,57,54
2012-02-27 00:00:00,2,26,28,28
2012-02-27 01:00:00,1,14,15,14
2012-02-27 02:00:00,0,7,8,8
2012-02-27 03:00:00,0,4,5,4
2012-02-27 04:00:00,0,3,3,3
2012-02-27 05:00:00,0,10,10,10
2012-02-27 06:00:00,0,36,35,37
2012-02-27 07:00:00,2,101,99,103
2012-02-27 08:00:00,6,199,196,205
2012-02-27 09:00:00,8,134,139,141
2012-02-27 10:00:00,12,94,110,105
2012-02-27 11:00:00,16,108,130,123
2012-02-27 12:00:00,21,144,172,165
2012-02-27 13:00:00,20,137,165,157
2012-02-27 14:00:00,24,130,165,154
2012-02-27 15:00:00,29,147,187,176
2012-02-27 16:00:00,30,205,246,235
2012-02-27 17:00:00,34,327,375,360
2012-02-27 18:00:00,26,301,336,327
2012-02-27 19:00:00,20,220,245,240
2012-02-27 20:00:00,14,158,177,173
2012-02-27 21:00:00,11,121,134,132
2012-02-27 22:00:00,8,91,101,100
2012-02-27 23:00:00,6,60,67,66
2012-02-28 00:00:00,3,33,36,36
2012-02-28 01:00:00,1,16,18,17
2012-02-28 02:00:00,1,10,11,11
2012-02-28 03:00:00,0,6,7,6
2012-02-28 04:00:00,0,4,4,4
2012-02-28 05:00:00,0,12,12,12
2012-02-28 06:00:00,1,41,40,42
2012-02-28 07:00:00,2,110,105,112
2012-02-28 08:00:00,5,203,193,208
2012-02-28 09:00:00,7,140,141,147
2012-02-28 10:00:00,9,94,106,103
2012-02-28 11:00:00,13,111,129,125
2012-02-28 12:00:00,16,146,166,162
2012-02-28 13:00:00,17,143,166,160
2012-02-28 14:00:00,20,134,164,154
2012-02-28 15:00:00,21,148,179,169
2012-02-28 16:00:00,22,203,231,225
2012-02-28 17:00:00,24,324,351,348
2012-02-28 18:00:00,19,299,316,318
2012-02-28 19:00:00,16,228,244,244
2012-02-28 20:00:00,11,160,171,171
2012-02-28 21:00:00,7,113,117,120
2012-02-28 22:00:00,6,88,92,94
2012-02-28 23:00:00,3,54,56,58
2012-02-29 00:00:00,2,31,33,33
2012-02-29 01:00:00,1,16,18,17
2012-02-29 02:00:00,0,9,9,9
2012-02-29 03:00:00,0,5,5,5
2012-02-29 05:00:00,0,12,11,12
2012-02-29 06:00:00,0,40,37,40
2012-02-29 07:00:00,2,102,94,104
2012-02-29 08:00:00,5,199,185,203
2012-02-29 09:00:00,3,84,81,87
2012-02-29 10:00:00,4,55,59,59
2012-02-29 11:00:00,4,59,64,64
2012-02-29 12:00:00,5,73,75,77
2012-02-29 13:00:00,9,114,123,123
2012-02-29 14:00:00,9,102,114,111
2012-02-29 15:00:00,12,121,137,134
2012-02-29 16:00:00,7,106,111,114
2012-02-29 17:00:00,14,267,272,281
2012-02-29 18:00:00,7,162,159,169
2012-02-29 19:00:00,9,187,188,196
2012-02-29 20:00:00,4,87,86,91
2012-02-29 21:00:00,3,67,66,70
2012-02-29 22:00:00,2,51,50,53
2012-02-29 23:00:00,1,33,33,35
2012-03-20 00:00:00,6,34,41,40
2012-03-20 01:00:00,4,18,22,22
2012-03-20 02:00:00,2,10,13,13
2012-03-20 03:00:00,1,6,7,7
2012-03-20 04:00:00,1,4,5,5
2012-03-20 05:00:00,1,14,15,15
2012-03-20 06:00:00,3,46,49,48
2012-03-20 07:00:00,4,76,80,80
2012-03-20 08:00:00,14,235,252,249
2012-03-20 09:00:00,18,161,183,179
2012-03-20 10:00:00,24,110,139,134
2012-03-20 11:00:00,33,128,167,161
2012-03-20 12:00:00,38,163,207,201
2012-03-20 13:00:00,39,158,205,197
2012-03-20 14:00:00,38,139,185,177
2012-03-20 15:00:00,42,155,205,197
2012-03-20 16:00:00,46,221,277,266
2012-03-20 17:00:00,46,341,404,387
2012-03-20 18:00:00,38,320,371,358
2012-03-20 19:00:00,28,230,266,258
2012-03-20 20:00:00,22,172,202,195
2012-03-20 21:00:00,18,131,153,149
2012-03-20 22:00:00,14,100,116,113
2012-03-20 23:00:00,9,64,75,74
2012-03-21 00:00:00,12,52,65,64
2012-03-21 01:00:00,7,28,35,35
2012-03-21 02:00:00,5,16,20,20
2012-03-21 03:00:00,3,9,11,12
2012-03-21 04:00:00,2,7,8,9
2012-03-21 05:00:00,2,21,23,23
2012-03-21 06:00:00,5,67,73,72
2012-03-21 07:00:00,7,113,121,120
2012-03-21 08:00:00,14,216,231,230
2012-03-21 09:00:00,32,239,277,270
2012-03-21 10:00:00,42,160,207,202
2012-03-21 11:00:00,50,178,234,228
2012-03-21 12:00:00,61,234,302,295
2012-03-21 13:00:00,59,222,289,281
2012-03-21 14:00:00,64,203,276,268
2012-03-21 15:00:00,65,219,293,284
2012-03-21 16:00:00,77,324,415,401
2012-03-21 17:00:00,93,531,654,624
2012-03-21 18:00:00,78,506,611,583
2012-03-21 19:00:00,66,384,469,450
2012-03-21 20:00:00,39,252,302,291
2012-03-21 21:00:00,30,189,225,219
2012-03-21 22:00:00,23,144,171,168
2012-03-21 23:00:00,20,101,123,121
2012-03-22 00:00:00,12,56,69,68
2012-03-22 01:00:00,8,29,37,37
2012-03-22 02:00:00,6,17,22,23
2012-03-22 03:00:00,3,11,13,14
2012-03-22 04:00:00,2,7,8,9
2012-03-22 05:00:00,2,21,24,24
2012-03-22 06:00:00,5,72,79,77
2012-03-22 07:00:00,13,191,209,204
2012-03-22 08:00:00,27,370,408,397
2012-03-22 09:00:00,33,253,293,286
2012-03-22 10:00:00,39,163,208,202
2012-03-22 11:00:00,52,189,248,240
2012-03-22 12:00:00,57,235,300,292
2012-03-22 13:00:00,74,253,338,327
2012-03-22 14:00:00,84,237,330,321
2012-03-22 15:00:00,89,258,355,347
2012-03-22 16:00:00,94,360,470,454
2012-03-22 17:00:00,109,582,728,690
2012-03-22 18:00:00,89,546,669,635
2012-03-22 19:00:00,76,419,521,495
2012-03-22 20:00:00,47,278,339,325
2012-03-22 21:00:00,35,207,250,243
2012-03-22 22:00:00,27,157,188,184
2012-03-22 23:00:00,20,106,129,127
2012-03-23 00:00:00,18,62,80,80
2012-03-23 01:00:00,11,32,42,43
2012-03-23 02:00:00,8,18,25,26
2012-03-23 03:00:00,5,11,14,16
2012-03-23 04:00:00,3,8,10,11
2012-03-23 05:00:00,3,24,27,27
2012-03-23 06:00:00,8,81,93,89
2012-03-23 07:00:00,18,209,238,227
2012-03-23 08:00:00,35,392,444,426
2012-03-23 09:00:00,46,276,333,322
2012-03-23 10:00:00,63,186,252,249
2012-03-23 11:00:00,94,227,319,321
2012-03-23 12:00:00,114,294,406,408
2012-03-23 13:00:00,144,310,447,454
2012-03-23 14:00:00,148,278,413,426
2012-03-23 15:00:00,148,298,436,446
2012-03-23 16:00:00,150,409,563,558
2012-03-23 17:00:00,163,648,850,811
2012-03-23 18:00:00,137,622,800,758
2012-03-23 19:00:00,99,446,570,545
2012-03-23 20:00:00,80,333,430,413
2012-03-23 21:00:00,63,253,324,316
2012-03-23 22:00:00,45,184,233,229
2012-03-23 23:00:00,32,121,153,152
2012-03-24 00:00:00,37,57,86,94
2012-03-24 01:00:00,22,29,44,51
2012-03-24 02:00:00,15,16,26,32
2012-03-24 03:00:00,10,10,15,20
2012-03-24 04:00:00,7,7,11,14
2012-03-24 05:00:00,7,21,28,29
2012-03-24 06:00:00,16,71,94,87
2012-03-24 07:00:00,34,186,243,219
2012-03-24 08:00:00,60,342,442,402
2012-03-24 09:00:00,83,245,339,329
2012-03-24 10:00:00,98,157,239,255
2012-03-24 11:00:00,107,169,259,277
2012-03-24 12:00:00,71,135,197,205
2012-03-24 13:00:00,70,129,191,199
2012-03-24 14:00:00,71,115,175,186
2012-03-24 15:00:00,65,119,177,184
2012-03-24 16:00:00,69,167,235,236
2012-03-24 17:00:00,79,273,367,352
2012-03-24 18:00:00,57,245,318,302
2012-03-24 19:00:00,47,184,241,231
2012-03-24 20:00:00,33,130,170,163
2012-03-24 21:00:00,28,100,131,128
2012-03-24 22:00:00,23,77,101,100
2012-03-24 23:00:00,29,83,112,112
2012-03-25 00:00:00,18,40,56,58
2012-03-25 01:00:00,11,20,29,31
2012-03-25 02:00:00,4,7,10,11
2012-03-25 03:00:00,3,4,6,7
2012-03-25 04:00:00,4,5,8,9
2012-03-25 05:00:00,4,16,21,21
2012-03-25 06:00:00,10,55,70,65
2012-03-25 07:00:00,22,148,187,171
2012-03-25 08:00:00,43,279,350,322
2012-03-25 09:00:00,53,193,256,246
2012-03-25 10:00:00,67,127,186,194
2012-03-25 11:00:00,78,140,209,218
2012-03-25 12:00:00,84,175,253,259
2012-03-25 13:00:00,93,175,259,268
2012-03-25 14:00:00,98,159,244,257
2012-03-25 15:00:00,98,170,257,268
2012-03-25 16:00:00,134,266,393,400
2012-03-25 17:00:00,153,428,604,581
2012-03-25 18:00:00,125,402,555,527
2012-03-25 19:00:00,96,291,401,386
2012-03-25 20:00:00,70,209,288,279
2012-03-25 21:00:00,60,162,225,222
2012-03-25 22:00:00,47,124,171,171
2012-03-25 23:00:00,36,84,118,120
2012-03-26 00:00:00,11,46,58,57
2012-03-26 01:00:00,8,25,32,33
2012-03-26 02:00:00,5,14,19,19
2012-03-26 03:00:00,3,9,11,12
2012-03-26 04:00:00,2,6,8,9
2012-03-26 05:00:00,3,20,24,23
2012-03-26 06:00:00,6,66,76,72
2012-03-26 07:00:00,17,182,211,199
2012-03-26 08:00:00,33,350,405,383
2012-03-26 09:00:00,45,249,308,295
2012-03-26 10:00:00,60,165,226,225
2012-03-26 11:00:00,69,182,254,252
2012-03-26 12:00:00,75,229,308,303
2012-03-26 13:00:00,73,216,294,290
2012-03-26 14:00:00,77,198,280,276
2012-03-26 15:00:00,76,211,292,287
2012-03-26 16:00:00,79,292,381,370
2012-03-26 17:00:00,87,471,587,558
2012-03-26 18:00:00,67,434,525,501
2012-03-26 19:00:00,53,323,393,376
2012-03-26 20:00:00,37,227,275,264
2012-03-26 21:00:00,30,173,210,204
2012-03-26 22:00:00,23,131,158,154
2012-03-26 23:00:00,15,82,98,97
2012-03-27 00:00:00,8,45,54,53
2012-03-27 01:00:00,5,24,29,28
2012-03-27 02:00:00,3,13,16,16
2012-03-27 03:00:00,2,8,10,10
2012-03-27 04:00:00,1,6,7,7
2012-03-27 05:00:00,1,18,19,20
2012-03-27 06:00:00,4,63,67,67
2012-03-27 07:00:00,9,168,179,178
2012-03-27 08:00:00,17,308,324,325
2012-03-27 09:00:00,23,216,242,239
2012-03-27 10:00:00,30,146,182,176
2012-03-27 11:00:00,42,172,221,214
2012-03-27 12:00:00,47,217,273,265
2012-03-27 13:00:00,56,222,289,278
2012-03-27 14:00:00,64,207,280,270
2012-03-27 15:00:00,71,233,314,304
2012-03-27 16:00:00,73,321,408,393
2012-03-27 17:00:00,85,521,637,606
2012-03-27 18:00:00,64,474,562,539
2012-03-27 19:00:00,53,356,426,409
2012-03-27 20:00:00,40,258,310,298
2012-03-27 21:00:00,24,175,204,200
2012-03-27 22:00:00,20,138,161,158
2012-03-27 23:00:00,15,91,107,106
2012-03-28 00:00:00,9,48,57,57
2012-03-28 01:00:00,5,25,30,30
2012-03-28 02:00:00,3,14,17,17
2012-03-28 03:00:00,2,9,10,11
2012-03-28 04:00:00,2,7,8,8
2012-03-28 05:00:00,2,21,22,23
2012-03-28 06:00:00,5,68,74,73
2012-03-28 07:00:00,12,183,197,194
2012-03-28 08:00:00,25,360,391,385
2012-03-28 09:00:00,32,248,285,280
2012-03-28 10:00:00,47,171,222,218
2012-03-28 11:00:00,61,196,261,257
2012-03-28 12:00:00,67,243,315,311
2012-03-28 13:00:00,76,246,329,323
2012-03-28 14:00:00,97,240,339,337
2012-03-28 15:00:00,90,248,341,338
2012-03-28 16:00:00,57,221,284,278
2012-03-28 17:00:00,96,539,664,635
2012-03-28 18:00:00,78,506,610,584
2012-03-28 19:00:00,67,385,469,451
2012-03-28 20:00:00,51,278,341,329
2012-03-28 21:00:00,36,201,243,237
2012-03-28 22:00:00,29,156,189,185
2012-03-28 23:00:00,20,102,123,121
2012-03-29 00:00:00,14,58,72,71
2012-03-29 01:00:00,10,32,41,42
2012-03-29 02:00:00,10,21,29,31
2012-03-29 03:00:00,6,12,16,18
2012-03-29 04:00:00,3,9,11,12
2012-03-29 05:00:00,4,26,29,29
2012-03-29 06:00:00,7,80,89,86
2012-03-29 07:00:00,16,213,237,229
2012-03-29 08:00:00,31,400,445,432
2012-03-29 09:00:00,40,277,326,317
2012-03-29 10:00:00,47,178,231,225
2012-03-29 11:00:00,62,205,274,268
2012-03-29 12:00:00,66,255,329,322
2012-03-29 13:00:00,63,243,316,306
2012-03-29 14:00:00,70,224,303,293
2012-03-29 15:00:00,75,246,331,321
2012-03-29 16:00:00,78,343,436,422
2012-03-29 17:00:00,83,537,647,620
2012-03-29 18:00:00,66,502,590,568
2012-03-29 19:00:00,51,368,433,419
2012-03-29 20:00:00,38,266,314,304
2012-03-29 21:00:00,29,200,234,229
2012-03-29 22:00:00,23,154,180,177
2012-03-29 23:00:00,17,102,120,118
2012-03-30 00:00:00,14,57,72,71
2012-03-30 01:00:00,8,30,38,38
2012-03-30 02:00:00,5,16,21,21
2012-03-30 03:00:00,3,10,12,13
2012-03-30 04:00:00,2,8,10,10
2012-03-30 05:00:00,3,23,26,26
2012-03-30 06:00:00,6,78,86,84
2012-03-30 07:00:00,15,203,225,218
2012-03-30 08:00:00,27,374,410,401
2012-03-30 09:00:00,37,265,309,301
2012-03-30 10:00:00,45,172,222,217
2012-03-30 11:00:00,58,198,262,256
2012-03-30 12:00:00,65,250,322,314
2012-03-30 13:00:00,41,155,200,196
2012-03-30 14:00:00,40,137,182,178
2012-03-30 15:00:00,43,150,197,193
2012-03-30 16:00:00,37,192,233,228
2012-03-30 17:00:00,69,486,574,555
2012-03-30 18:00:00,68,495,584,563
2012-03-30 19:00:00,49,353,415,403
2012-03-30 20:00:00,39,262,311,301
2012-03-30 21:00:00,31,198,234,229
2012-03-30 22:00:00,22,146,171,168
2012-03-30 23:00:00,18,102,122,121
2012-03-31 00:00:00,20,46,65,67
2012-03-31 01:00:00,13,24,34,37
2012-03-31 02:00:00,10,14,21,24
2012-03-31 03:00:00,6,9,12,15
2012-03-31 04:00:00,5,7,9,12
2012-03-31 05:00:00,6,20,26,26
2012-03-31 06:00:00,10,61,77,71
2012-03-31 07:00:00,23,164,204,187
2012-03-31 08:00:00,43,307,381,350
2012-03-31 09:00:00,65,227,303,291
2012-03-31 10:00:00,81,149,222,230
2012-03-31 11:00:00,122,183,284,305
2012-03-31 12:00:00,146,239,364,385
2012-03-31 13:00:00,168,239,375,407
2012-03-31 14:00:00,135,194,305,329
2012-03-31 15:00:00,144,213,332,357
2012-03-31 16:00:00,137,286,416,423
2012-03-31 17:00:00,147,454,628,601
2012-03-31 18:00:00,97,389,513,486
2012-03-31 19:00:00,82,298,398,380
2012-03-31 20:00:00,58,210,280,268
2012-03-31 21:00:00,49,162,216,211
2012-03-31 22:00:00,39,126,168,165
